StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1.1,Q1.2,Q1.2,Q1.3,Q1.4,Q2.1,Q3.1,Q3.2,Q3.3,Q3.3_10_TEXT,Q3.2.1,Q4.1,Q4.2,Q4.3,Q4.4,Q4.4_11_TEXT,Q5.1,Q5.2,Q5.3,Q5.4,Q5.4_13_TEXT,Q6.1,Q6.2,Q6.3,Q6.3_7_TEXT,Q7.1,Q7.2,Q7.2_8_TEXT,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q8.1_5,Q8.1_6,Q8.1_7,Q8.1_8,Q8.1_9,Q8.1_10,Q8.1_10_TEXT,Q8.1_11,Q8.1_11_TEXT,Q8.2,Q8.3,Q8.3_20_TEXT,Q8.4,Q8.4_10_TEXT,Q8.5,Q8.6,Q8.6_9_TEXT,Q8.1_3_TEXT - Parent Topics,Q8.1_3_TEXT - Topics
2021-04-08 09:43:02,2021-04-08 09:50:24,100,441,True,2021-04-08 09:50:26,R_cOSO2i3kGTWAGrv,Rotterdam School of Management (RSM),Organisation & personnel management,,Tenure track,ERIM,I have some experience with open science practices,Moderately important,"I have some experience with study preregistration, but do not use it regularly",Preregistration prevents exploratory research,,,Moderately important,I regularly use and/or create open materials and/or code,I regularly share open materials and/or code,I do not share any of these concerns,,Moderately important,I regularly use open data,I regularly share open data,I do not share any of these concerns,,Not at all important,I am aware of pre-publication archiving but have not used it,"Some journals might not publish findings that are uploaded to a pre-publication archive,Other people might copy my research and publish it before I do,Non-peer-reviewed findings might add noise to the literature,Making my work available pre-publication might reduce the number of citations to the ultimately published work,Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,None,I don’t know/prefer not to answer,,I use this,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",Lack of time to learn open science practices,,"Yes, I share my knowledge with my colleagues informally",,Yes,"Preregistration,Open Materials and/or Code,Open Data,Open access publishing",,,
2021-04-08 09:40:08,2021-04-08 09:51:01,100,653,True,2021-04-08 09:51:01,R_3n0l0UyrdsCIINz,Rotterdam School of Management (RSM),Technology & operation management,,Postdoc or researcher,Neither,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research","It might delay data collection,I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration might lead to other people taking my research idea and implementing my plan",,,Moderately important,"Until now, I hadn't heard of open materials and/or code","Until now, I hadn't heard of open materials and/or code","I might lose control over how my materials and/or code are being used,I might not receive appropriate credit for developing the materials and/or code if I make them openly available,There could be issues related to intellectual property",,Moderately important,"I have some experience using open data, but do not use them regularly","I have some experience sharing open data, but not regularly","There could be issues related to ethics,There could be issues related to privacy,I think it is unfair for researchers beyond the original team to benefit (e.g., through future publications, career advancement) from my data collection,It devalues research data collection",,Slightly important,I have some experience with pre-publication archiving,"Non-peer-reviewed findings might add noise to the literature,Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,Most,"It was paid using the Erasmus Open Access Fund,I received a fee waiver from the journal",,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,"I am aware of it, but don't use it",I use this,I am unaware of this,I am unaware of this,I am unaware of this,,SSRN,,,"No, I did not participate and I do not have an ORCID iD","Lack of information about open science practices,Lack of professional staff that provide support for open science practices,Lack of research funding to support open science practices,Lack of training required to implement open science practices,Lack of time to learn open science practices,Lack of expertise to engage in open science practices (e.g., assignment of metadata)",,No,,Yes,"Preregistration,Open Materials and/or Code,Open Data,Pre-publication archiving,Open access publishing,Open access archiving in a repository",,,
2021-04-08 05:49:13,2021-04-08 10:50:51,100,18097,True,2021-04-08 10:50:52,R_2xQNkNhUQ89WmEo,Rotterdam School of Management (RSM),Technology & operation management,,Tenured faculty member,ERIM,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research","Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility",,,Very important,"I am aware of open materials and/or code, but have not used it in my research","I have some experience with open materials and/or code, but do not share mine regularly","I might lose control over how my materials and/or code are being used,I might not receive appropriate credit for developing the materials and/or code if I make them openly available",,Moderately important,"I am aware of open data, but have not used this in my research","I have some experience sharing open data, but not regularly","There could be issues related to privacy,I might not receive appropriate credit for my data collection,I might lose control over how my data are being used",,Slightly important,I am aware of pre-publication archiving but have not used it,Non-peer-reviewed findings might add noise to the literature,,Some,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,It was paid using the Erasmus Open Access Fund",,"I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I use this,I am unaware of this,,,,,"Yes, I participated and got an ORCID iD","Lack of credit in my institution for engaging in open science,Lack of time to engage in open science practices,Lack of time to learn open science practices",,"Yes, I share my knowledge with my colleagues informally",,Yes,"Preregistration,Open Data,Open access archiving in a repository",,,
2021-04-08 10:42:48,2021-04-08 10:53:11,100,622,True,2021-04-08 10:53:13,R_2SleHy3Sa587aRK,Erasmus School of Economics (ESE),,Economics,Tenured faculty member,Tinbergen,"I am aware, but have not used open science practices in my research",Slightly important,"I am aware of study preregistration, but have not used it in my research","Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility,Other",,,Moderately important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own",I don’t know/prefer not to answer,,Moderately important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",Other researchers could use my data for another study that I intended to conduct in the future,,Very important,I have extensive experience with preprint archiving,"Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,All,I paid the fees from my own research fund,,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,I am unaware of this,"I am aware of it, but don't use it",I use this,"I am aware of it, but don't use it",I use this,I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD","Lack of funding for open access publishing,Lack of credit in my institution for engaging in open science,Lack of professional staff that provide support for open science practices,Lack of research funding to support open science practices,Lack of time to learn open science practices",,No,,No,,,,
2021-04-08 12:22:29,2021-04-08 12:27:50,100,320,True,2021-04-08 12:27:51,R_3J8ypiBjuQTTkjx,Erasmus School of Economics (ESE),,Applied economics,Tenured faculty member,Tinbergen,I have some experience with open science practices,Very important,"I have some experience with study preregistration, but do not use it regularly",Preregistration prevents exploratory research,,,Extremely important,I regularly use and/or create open materials and/or code,"I have some experience with open materials and/or code, but do not share mine regularly",I do not share any of these concerns,,Very important,"I have some experience using open data, but do not use them regularly","I have some experience sharing open data, but not regularly","There could be issues related to intellectual property,There could be issues related to privacy",,Extremely important,I have extensive experience with preprint archiving,I do not share any of these concerns,,Half,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,I paid the fees from my own research fund,I submit my research to journals that do not provide open access options",,I use this,I use this,I am unaware of this,I am unaware of this,I use this,I use this,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD","Lack of funding for open access publishing,Lack of credit in my institution for engaging in open science,Lack of professional staff that provide support for open science practices,Lack of interest from researchers",,No,,I don’t know/prefer not to answer,,,,
2021-04-08 14:26:43,2021-04-08 14:33:27,100,404,True,2021-04-08 14:33:29,R_1dix2UsDlHe7v35,Erasmus School of Economics (ESE),,Business economics,Tenured faculty member,ERIM,I have some experience with open science practices,Not at all important,"I am aware of study preregistration, but have not used it in my research","It might delay data collection,I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility",,,Moderately important,"I have some experience with open materials and/or code, but do not use them regularly",I regularly share open materials and/or code,I might not receive appropriate credit for developing the materials and/or code if I make them openly available,,Very important,I regularly use open data,I regularly share open data,"There could be issues related to intellectual property,I might not receive appropriate credit for my data collection,Other researchers could use my data for another study that I intended to conduct in the future",,Moderately important,I have extensive experience with preprint archiving,"Other people might copy my research and publish it before I do,Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,Some,It was paid using the Erasmus Open Access Fund,,I am unaware of this,"I am aware of it, but don't use it",I use this,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",Other,Biggest barrier is that most financial data that I use cannot be shared as it is paid data.,"Yes, I share my knowledge with my colleagues informally",,I don’t know/prefer not to answer,,,,
2021-04-08 14:30:30,2021-04-08 14:38:50,100,500,True,2021-04-08 14:38:50,R_1Kr0Gzcx5ymI7Bk,Erasmus School of Economics (ESE),,Applied economics,Tenured faculty member,Tinbergen,I have some experience with open science practices,Moderately important,"I have some experience with study preregistration, but do not use it regularly","I need to look at my data before I can decide how to best analyse it,Preregistration stifles research creativity or flexibility",,,Very important,"I have some experience with open materials and/or code, but do not use them regularly","I have some experience with open materials and/or code, but do not share mine regularly","Sharing these materials and/or code could result in others asking me to provide assistance for their research,I might lose control over how my materials and/or code are being used,There could be issues related to intellectual property",,Very important,I regularly use open data,I regularly share open data,"There could be issues related to intellectual property,I might lose control over how my data are being used",,Moderately important,I have some experience with pre-publication archiving,"Non-peer-reviewed findings might add noise to the literature,Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,Half,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,It was paid using the Erasmus Open Access Fund,I collaborated with others and other co-author paid the fees with their research funding",,I am unaware of this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I use this,I use this,I use this,"I am aware of it, but don't use it",I am unaware of this,,,,,"Yes, I participated and got an ORCID iD","Lack of funding for open access publishing,Lack of training required to implement open science practices,Lack of time to learn open science practices,Lack of expertise to engage in open science practices (e.g., assignment of metadata)",,"Yes, I share my knowledge with my colleagues informally,Yes, I share my knowledge with my students or fellow research students",,Yes,"Preregistration,Open Data,Pre-publication archiving,Open access publishing,Open access archiving in a repository",,,
2021-04-09 02:06:54,2021-04-09 02:13:01,100,367,True,2021-04-09 02:13:03,R_3HtXcxZrR6TAuB1,Erasmus School of Economics (ESE),,Economics,Tenured faculty member,Tinbergen,"Until now, I was unaware of open science practices",I don’t know/prefer not to answer,"Until now, I was unaware of study preregistration",I don’t know/prefer not to answer,,,Extremely important,"Until now, I hadn't heard of open materials and/or code","Until now, I hadn't heard of open materials and/or code",I don’t know/prefer not to answer,,Extremely important,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,Extremely important,"Until now, I was unaware of ""pre-publication archiving""",I do not share any of these concerns,,I don’t know/prefer not to answer,It was paid using the Erasmus Open Access Fund,,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,"I am aware of it, but don't use it",I use this,I am unaware of this,I use this,I am unaware of this,,,,,"Yes, I participated and got an ORCID iD",I don’t know/prefer not to answer,,No,,I don’t know/prefer not to answer,,,,
2021-04-09 04:34:27,2021-04-09 04:42:20,100,472,True,2021-04-09 04:42:21,R_zVipUkMip5QcCqd,Erasmus School of Economics (ESE),,Applied economics,Tenured faculty member,Tinbergen,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research",Other,"So far, pre-analysis plans have not been mandatory in the journals I tend to publish. But agree should take this more seriously. I have never collected data myself so preregistration not relevant.",,Extremely important,"I have some experience with open materials and/or code, but do not use them regularly","I have some experience with open materials and/or code, but do not share mine regularly",I do not share any of these concerns,,Very important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data",Other,"so far, I am using CBS remote access data which one is not allowed to share",Moderately important,I am aware of pre-publication archiving but have not used it,Other people might copy my research and publish it before I do,,Some,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,I paid the fees from my own research fund",,I am unaware of this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,I use this,I use this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,,,,,"Yes, I participated and got an ORCID iD","Lack of credit in my institution for engaging in open science,Lack of recognition in my field about the value of open science practices,Lack of mandates from funders, institutions or other regulators,Lack of professional staff that provide support for open science practices,Lack of research funding to support open science practices,Lack of time to engage in open science practices,Lack of time to learn open science practices,Lack of expertise to engage in open science practices (e.g., assignment of metadata)",,No,,Yes,"Preregistration,Open Materials and/or Code,Open Data,Pre-publication archiving,Open access publishing,Open access archiving in a repository",,,
2021-04-09 04:52:24,2021-04-09 04:59:36,100,431,True,2021-04-09 04:59:37,R_22ljUPDfr2M3T9M,Erasmus School of Economics (ESE),,Econometrics,Tenured faculty member,ERIM,I have extensive experience with open science practices,Extremely important,"I am aware of study preregistration, but have not used it in my research",Other,"In my area, and without statistical testing of empirical data, preregistration is much less of an issue.",,Extremely important,I regularly use and/or create open materials and/or code,I regularly share open materials and/or code,I do not share any of these concerns,,Extremely important,I regularly use open data,"I have some experience sharing open data, but not regularly","There could be issues related to intellectual property,There could be issues related to privacy",,Extremely important,I have extensive experience with preprint archiving,I do not share any of these concerns,,Most,"My open access publications did not involve fees,It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,It was paid using the Erasmus Open Access Fund",,"I am aware of it, but don't use it","I am aware of it, but don't use it",I use this,I am unaware of this,I use this,I use this,I use this,I use this,"I am aware of it, but don't use it",,,,,"Yes, I participated and got an ORCID iD","Lack of training required to implement open science practices,I do not perceive any barriers",,"Yes, I share my knowledge with my colleagues informally",,Yes,"Preregistration,Open Materials and/or Code,Open Data",,,
2021-04-10 03:44:50,2021-04-10 03:59:18,100,867,True,2021-04-10 03:59:19,R_3LaGTKEedGkfhR7,Erasmus School of Economics (ESE),,Applied economics,Tenured faculty member,Tinbergen,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research","I do not share any of these concerns,Other",I don't mind transparency.The problem is that all steps in the process take time. I feel that the scarce time is more efficiently allocated in other parts of the research process.  ,,Very important,I regularly use and/or create open materials and/or code,"I have some experience with open materials and/or code, but do not share mine regularly","I might lose control over how my materials and/or code are being used,I might not receive appropriate credit for developing the materials and/or code if I make them openly available",,Extremely important,I regularly use open data,"I have some experience sharing open data, but not regularly","There could be issues related to intellectual property,There could be issues related to privacy,I might not receive appropriate credit for my data collection",,Very important,I have some experience with pre-publication archiving,"Some journals might not publish findings that are uploaded to a pre-publication archive,Making my work available pre-publication might reduce the number of citations to the ultimately published work",,All,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,It was paid using the Erasmus Open Access Fund",,"I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,I am unaware of this,I use this,I am unaware of this,,,,,"Yes, I participated and got an ORCID iD",I do not perceive any barriers,,"Yes, I share my knowledge with my colleagues informally,Yes, I share my knowledge with my students or fellow research students",,Yes,"Open access publishing,Open access archiving in a repository",,,
2021-04-12 02:43:55,2021-04-12 02:59:35,100,940,True,2021-04-12 02:59:37,R_2WAqyjo3jW4iSpO,Erasmus School of Economics (ESE),,Economics,Tenured faculty member,Tinbergen,I don’t know/prefer not to answer,Moderately important,"I am aware of study preregistration, but have not used it in my research",I need to look at my data before I can decide how to best analyse it,,,Moderately important,"I have some experience with open materials and/or code, but do not use them regularly","I have some experience with open materials and/or code, but do not share mine regularly","Other researchers might criticise my materials and/or code,Other researchers might find errors in my published work,Others might find it difficult to understand my materials and/or code,Reuse of my materials and/or code could violate the epistemological framework of my research,Sharing these materials and/or code could result in others asking me to provide assistance for their research,I might lose control over how my materials and/or code are being used,There could be issues related to intellectual property",,Moderately important,"I am aware of open data, but have not used this in my research","I have some experience sharing open data, but not regularly","Other researchers might criticise my data and/or research practices,There could be issues related to intellectual property,There could be issues related to privacy,I might not receive appropriate credit for my data collection,I might lose control over how my data are being used,Other researchers could use my data for another study that I intended to conduct in the future,It devalues research data collection,It will take too much time or effort to share research data",,Very important,"Until now, I was unaware of ""pre-publication archiving""",I do not share any of these concerns,,All,My open access publications did not involve fees,,I am unaware of this,I use this,"I am aware of it, but don't use it",I am unaware of this,I use this,I use this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,I don't know/prefer not to answer,I don’t know/prefer not to answer,,"Yes, I share my knowledge with my colleagues informally,Yes, I share my knowledge with my students or fellow research students",,No,,,,
2021-04-12 03:35:43,2021-04-12 04:05:23,100,1779,True,2021-04-12 04:05:25,R_3OkK7jrqH9gOiXt,Rotterdam School of Management (RSM),Organisation & personnel management,,Tenure track,ERIM,"I am aware, but have not used open science practices in my research",Not at all important,"I am aware of study preregistration, but have not used it in my research","Preregistration prevents exploratory research,Preregistration might lead to other people taking my research idea and implementing my plan,Other",Pre-registration can only be applied to studies based on HD methodology,,Not at all important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own","Others might find it difficult to understand my materials and/or code,I might lose control over how my materials and/or code are being used,I might not receive appropriate credit for developing the materials and/or code if I make them openly available,There could be issues related to intellectual property,Other","If materials include data, then privacy concerns ",Not at all important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data","There could be issues related to intellectual property,There could be issues related to ethics,There could be issues related to privacy,I think it is unfair for researchers beyond the original team to benefit (e.g., through future publications, career advancement) from my data collection,I might not receive appropriate credit for my data collection,I might lose control over how my data are being used,Other researchers could use my data for another study that I intended to conduct in the future,It devalues research data collection",,Not at all important,"Until now, I was unaware of ""pre-publication archiving""","Some journals might not publish findings that are uploaded to a pre-publication archive,Other people might copy my research and publish it before I do,Non-peer-reviewed findings might add noise to the literature,Making my work available pre-publication might reduce the number of citations to the ultimately published work",,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,"I am aware of it, but don't use it","I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I use this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",I don’t know/prefer not to answer,,No,,Yes,"Pre-publication archiving,Open access publishing",,,
2021-04-12 08:58:21,2021-04-12 09:04:52,100,390,True,2021-04-12 09:04:53,R_2QLkOAzDjQB2Iny,Erasmus School of Economics (ESE),,Business economics,PhD student,ERIM,I have some experience with open science practices,Very important,"I have some experience with study preregistration, but do not use it regularly","Preregistration prevents exploratory research,Preregistration might lead to other people taking my research idea and implementing my plan,Preregistration might make it more difficult to find statistically significant results",,,Very important,"I have some experience with open materials and/or code, but do not use them regularly","I am aware of open materials and/or code, but have not shared my own","Other researchers might criticise my materials and/or code,Other researchers might find errors in my published work,There could be issues related to intellectual property",,Moderately important,"I have some experience using open data, but do not use them regularly","I am aware of open data, but have not shared my data","There could be issues related to intellectual property,There could be issues related to ethics,There could be issues related to privacy,I think it is unfair for researchers beyond the original team to benefit (e.g., through future publications, career advancement) from my data collection",,Moderately important,"Until now, I was unaware of ""pre-publication archiving""",I do not share any of these concerns,,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,"I am aware of it, but don't use it",I use this,I use this,I am unaware of this,I use this,I am unaware of this,I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate and I do not have an ORCID iD","Lack of mandates from funders, institutions or other regulators,Lack of interest from researchers",,"Yes, I share my knowledge with my colleagues by offering seminars and/or giving talks,Yes, I share my knowledge with my students or fellow research students",,Yes,"Preregistration,Open Materials and/or Code,Pre-publication archiving,Open access publishing",,,
2021-04-12 08:55:11,2021-04-12 09:09:47,100,875,True,2021-04-12 09:09:48,R_2upkgfd0g22A7Sh,Rotterdam School of Management (RSM),Strategic management & entrepreneurship,,PhD student,ERIM,"I am aware, but have not used open science practices in my research",Moderately important,"Until now, I was unaware of study preregistration","I need to look at my data before I can decide how to best analyse it,Preregistration might lead to other people taking my research idea and implementing my plan",,,Slightly important,"Until now, I hadn't heard of open materials and/or code","Until now, I hadn't heard of open materials and/or code","Other researchers might criticise my materials and/or code,Other researchers might find errors in my published work,I might lose control over how my materials and/or code are being used,I might not receive appropriate credit for developing the materials and/or code if I make them openly available",,Moderately important,"Until now, I was unaware of open data","Until now, I was unaware of open data","Other researchers might criticise my data and/or research practices,I think it is unfair for researchers beyond the original team to benefit (e.g., through future publications, career advancement) from my data collection,I might lose control over how my data are being used,Other researchers could use my data for another study that I intended to conduct in the future",,Very important,"Until now, I was unaware of ""pre-publication archiving""","Other people might copy my research and publish it before I do,Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,"No, I did not participate and I do not have an ORCID iD","Lack of information about open science practices,Lack of training required to implement open science practices,Lack of time to learn open science practices,Lack of expertise to engage in open science practices (e.g., assignment of metadata)",,I don’t know/prefer not to answer,,Yes,"Preregistration,Open Materials and/or Code,Open Data,Pre-publication archiving,Open access publishing,Open access archiving in a repository",,,
2021-04-12 08:58:49,2021-04-12 09:11:05,100,735,True,2021-04-12 09:11:06,R_b3IDHgBCuUDPjbz,Rotterdam School of Management (RSM),Technology & operation management,,PhD student,ERIM,"I am aware, but have not used open science practices in my research",Moderately important,"I have some experience with study preregistration, but do not use it regularly","I need to look at my data before I can decide how to best analyse it,Preregistration might lead to other people taking my research idea and implementing my plan",,,Very important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own","Others might find it difficult to understand my materials and/or code,There could be issues related to intellectual property",,Very important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data","There could be issues related to ethics,There could be issues related to privacy,I might not receive appropriate credit for my data collection,Other researchers could use my data for another study that I intended to conduct in the future",,Slightly important,I am aware of pre-publication archiving but have not used it,"Some journals might not publish findings that are uploaded to a pre-publication archive,Other people might copy my research and publish it before I do,Non-peer-reviewed findings might add noise to the literature,Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis; revisions to hypotheses) between the original conception of the research and the ultimately published work",,All,My open access publications did not involve fees,,I am unaware of this,I use this,"I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it","I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,,,,,"Yes, I participated and got an ORCID iD","Lack of mandates from funders, institutions or other regulators,Lack of information about open science practices,Lack of research funding to support open science practices,Lack of time to engage in open science practices",,I don’t know/prefer not to answer,,Yes,"Open Materials and/or Code,Open Data",,,
2021-04-12 09:22:21,2021-04-12 09:50:22,100,1680,True,2021-04-12 09:50:23,R_1IrQeUc2C64H7JS,Rotterdam School of Management (RSM),Business-society management,,PhD student,ERIM,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research","It might delay data collection,Preregistration might lead to other people taking my research idea and implementing my plan",,,Moderately important,"I have some experience with open materials and/or code, but do not use them regularly",I regularly share open materials and/or code,I do not share any of these concerns,,Moderately important,"I have some experience using open data, but do not use them regularly","I am aware of open data, but have not shared my data","There could be issues related to ethics,There could be issues related to privacy",,Slightly important,I am aware of pre-publication archiving but have not used it,"Some journals might not publish findings that are uploaded to a pre-publication archive,Non-peer-reviewed findings might add noise to the literature",,Most,"My open access publications did not involve fees,It was paid under the ""blanket agreement"" between VSNU and selected academic publishers,I paid the fees from my own research fund",,"I am aware of it, but don't use it","I am aware of it, but don't use it",I use this,I am unaware of this,I use this,"I am aware of it, but don't use it",I use this,"I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD","Lack of credit in my institution for engaging in open science,Lack of recognition in my field about the value of open science practices,Lack of time to engage in open science practices,PhD students are discouraged from engaging in open science practices by thesis supervisors,The open science community is intimidating",,"Yes, I share my knowledge with my colleagues informally",,Yes,"Preregistration,Open Materials and/or Code,Open Data,Open access publishing,Open access archiving in a repository",,,
2021-04-13 01:20:38,2021-04-13 01:44:52,100,1453,True,2021-04-13 01:44:54,R_Rz6Fk5ySH6u1Xrz,Erasmus School of Economics (ESE),,Business economics,PhD student,ERIM,"I am aware, but have not used open science practices in my research",Very important,"I am aware of study preregistration, but have not used it in my research","It might delay data collection,I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility",,,Extremely important,"I am aware of open materials and/or code, but have not used it in my research","I am aware of open materials and/or code, but have not shared my own","Others might find it difficult to understand my materials and/or code,I might not receive appropriate credit for developing the materials and/or code if I make them openly available",,Extremely important,"I am aware of open data, but have not used this in my research","I am aware of open data, but have not shared my data","There could be issues related to ethics,There could be issues related to privacy,I might not receive appropriate credit for my data collection",,Moderately important,"Until now, I was unaware of ""pre-publication archiving""","Other people might copy my research and publish it before I do,Non-peer-reviewed findings might add noise to the literature",,None,Other,I haven't submitted my research to any journals yet.,I am unaware of this,I use this,"I am aware of it, but don't use it",I am unaware of this,"I am aware of it, but don't use it",I am unaware of this,I am unaware of this,I am unaware of this,I am unaware of this,,,,,"Yes, I participated and got an ORCID iD","Lack of recognition in my field about the value of open science practices,Lack of mandates from funders, institutions or other regulators,Lack of information about open science practices,Lack of time to learn open science practices",,"Yes, I share my knowledge with my colleagues informally,Yes, I share my knowledge with my colleagues by offering seminars and/or giving talks",,Yes,I don’t know/prefer not to answer,,,
2021-04-13 02:22:19,2021-04-13 02:27:02,100,282,True,2021-04-13 02:27:03,R_2R54zGWFPLyoX42,Rotterdam School of Management (RSM),Marketing management,,PhD student,ERIM,I have some experience with open science practices,Moderately important,"I am aware of study preregistration, but have not used it in my research","I need to look at my data before I can decide how to best analyse it,Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,I don’t know/prefer not to answer",,,Very important,"I have some experience with open materials and/or code, but do not use them regularly","I am aware of open materials and/or code, but have not shared my own","I might lose control over how my materials and/or code are being used,I do not share any of these concerns,I don’t know/prefer not to answer",,Moderately important,"I have some experience using open data, but do not use them regularly","I am aware of open data, but have not shared my data","There could be issues related to intellectual property,There could be issues related to privacy,I might not receive appropriate credit for my data collection,I might lose control over how my data are being used,It devalues research data collection",,Moderately important,I am aware of pre-publication archiving but have not used it,Other people might copy my research and publish it before I do,,All,I don’t know/prefer not to answer,,"I am aware of it, but don't use it",I use this,"I am aware of it, but don't use it",I am unaware of this,I use this,"I am aware of it, but don't use it",I use this,"I am aware of it, but don't use it",I am unaware of this,,,,,"No, I did not participate since I already had an ORCID iD",I don’t know/prefer not to answer,,I don’t know/prefer not to answer,,Yes,I don’t know/prefer not to answer,,,
